0,60
0.040334652,59.57307349
0.068436697,57.98626842
0.096534358,55.72836574
0.124631784,53.43443874
0.152729663,51.20993564
0.180241754,48.96813779
0.20892406,46.55265776
0.237019672,43.9810352
0.265116338,41.57087678
0.29321127,38.89511839
0.321303333,35.78020029
0.34939515,32.62768305
0.377487292,29.52486055
0.405579657,26.45622505
0.433670663,23.17958034
0.461759473,19.56659941
0.489846166,15.62964032
0.517933161,11.73896383
0.54601925,7.709439548
0.574104431,3.541067487
0.602191427,-0.349609008
0.628320317,-4.006664155
0.653679112,-8.269320018
0.681764672,-12.37983884
0.70984872,-16.72177063
0.737154742,-20.17163065
0.761344444,-23.41079333
0.789430505,-27.44451717
0.817517501,-31.33519366
0.845609485,-34.46220735
0.873704189,-37.17267769
0.901801477,-39.48764621
0.929900854,-41.48283611
0.958005082,-42.73540474
0.986111124,-43.71027779
1.014222166,-43.91965074
1.042333184,-44.1326983
1.070449366,-43.55526714
1.098567035,-42.75009762
1.126689856,-41.1562867
1.154814037,-39.3542041
1.182940939,-37.13557815
1.211071469,-34.36156107
1.23920472,-31.17100065
1.267339785,-27.70274466
1.307254189,-22.29132472
1.293131243,-24.37309157
1.323614903,-20.00256987
1.351753595,-15.97892274
1.379897276,-11.19161281
1.408037329,-6.959694018
1.428772785,-3.077270583
1.450254438,0.464254495
1.47839948,5.459836097
1.506541347,9.96945046
1.534684121,14.61791261
1.562829162,19.61349421
1.590972843,24.40080414
1.619113803,28.77157072
1.64725567,33.28118508
1.675396857,37.68666361
1.70353487,41.60617489
1.731671295,45.28270256
1.759805453,48.61211077
1.787936436,51.45555174
1.816066513,54.16014492
1.84419417,56.49447736
1.87231873,58.3544132
1.900438822,59.53063089
1.94,60
